Datum / Uhrzeit;Abfiltrierbare Stoffe;DOC (Geloester organischer Kohlenstoff);Hydrogencarbonat;Soaurekapazitat pH 4.3;TOC (Organischer Kohlenstoff);Calcium;Chlorid;Kalium;Magnesium;Natrium;Sulfat;Chlorophyll-a;Phaeophytin;Blei gesamt;Bor gesamt;Eisen gesamt;Kupfer gesamt;Silicium geloest;Zink gesamt;Coliforme B.;E.Coli;Intestinale Enterokokken;Ammonium-Stickstoff;Gesamt-Phosphor (P) gesamt;Gesamt-Stickstoff (N) geloest;Gesamt-Stickstoff (N) gesamt;Nitrat-Stickstoff;Nitrit-Stickstoff;ortho-Phosphat-Phosphor ;AOX (Adsorbierbare organ. Halogenverbindungen);BSB1 (Biochem. Sauerstoffbedarf. 24h);BSB5 (Biochem. Sauerstoffbedarf. 5d);Gluehverlust der abfiltrierbaren Stoffe;Kaliumpermanganatverbrauch als O2;Spektraler Absorptionskoeffizient (SAK) 254nm;Leitfaehigkeit;Lufttemperatur;pH-Wert;Sauerstoff-Gehalt;Sichttiefe;Wassertemperatur
04.03.1996 00:00;8;5.7;148.6;2.2;6.4;96.4;50;;14.54;31.42;169.2;;;;;;;6.84;;100;100;;0.29;0.066;0.88;1.116;1.6;0.02;0.01;;2.1;3.18;50;6.66;14.56;740;;8.9;14.7;;3.5
01.04.1996 00:00;6.6;4.6;138.8;2;4.7;90;44;6;15;24;176;20;10;4;;;100;7.07;100;100;100;;0.07;0.03;2.99;3.29;1.2;0.02;0.01;15;2.5;4;65;6.84;12.24;700;;8.6;19;;2
29.04.1996 00:00;8;5.8;136.4;1.9;7.2;92.4;44;;11.28;28.52;153.8;27;15;;;;;5.48;;10;0;;0.02;0.05;1.85;2.35;0.51;0.02;0.01;;2.1;3.06;62;6.64;13.44;690;10;8.4;16.8;100;11.8
13.05.1996 00:00;6.4;4.7;132.8;1.9;4.8;92.2;44;;10.64;29.42;154.4;15;7;;;;;2.34;;10;10;;0.12;0.03;1.59;1.69;0.45;0.02;0.02;;1.1;3.3;70;7.36;13.88;690;12;8.2;11.1;100;10.8
28.05.1996 00:00;1.4;5.3;141.4;1.9;10.7;90;44;6;15;24;155;5;1;4;;;100;0.8;100;10;0;;0.08;0.05;2;2;0.6;0.02;0.03;17;0.4;2.58;44;7.74;29.08;700;7;9;9.2;180;14
10.06.1996 00:00;5.2;6.3;130.4;1.9;7.3;97;44;;13.22;30.38;167.4;11;3;;;;;1.4;;10;0;;0.04;0.02;0.66;1.88;0.52;0.02;0.01;;0.6;4.12;73;7.7;14.82;670;21;8.2;11.1;250;21.8
24.06.1996 00:00;7.3;5.3;132.8;2;5.9;115;45;6;13;27;188;15;5;4;;;5;0.61;21.2;10;10;;0.15;0.06;1.69;1.69;0.32;0.02;0.03;10;0.7;2.56;58;7.68;13.1;690;13;7.8;10.3;120;14.5
08.07.1996 00:00;5.4;5.8;132.8;2;6.2;88;45;;11.98;29.3;167;35;1;;;;;2.11;;500;100;;0.04;0.04;1.36;1.46;0.21;0.01;0.02;;0.6;2.52;85;6.92;12.76;690;11;7.9;11.6;100;12.2
22.07.1996 00:00;5;6.2;132.8;2;6.3;110;47;5;12;25;189;12;1;4;;;5;2.34;67.1;100;10;;0.02;0.04;0.63;0.63;0.1;0.01;0.02;10;0.1;3.36;62;6.76;13.26;680;15;8.3;17;150;18.8
05.08.1996 00:00;11.2;6.3;128;2;6.7;95.6;49;;13.12;31.32;170.6;8;19;;;;;1.92;;500;10;;0.11;0.03;0.72;0.92;0.1;0.01;0.02;;1;5.14;69;7.76;14.82;680;15;8.4;14.9;160;19.8
19.08.1996 00:00;5.1;6.1;134;2.1;6.2;105;46;6;13;29;197;;;4;;;5;2.2;14.7;100;100;;0.08;0.09;0.89;0.89;0.1;0.01;0.08;;1.5;2.74;82;7.16;13.24;680;19;8.2;11.7;200;19.8
02.09.1996 00:00;11.1;6.1;139.2;2.1;6.2;89.4;42;;11.22;30.4;164;;;;;;;4.91;;10;0;;0.26;0.22;1.28;1.094;0.1;0.01;0.14;;;2.96;72;7.3;14.14;690;13;8;9.8;150;18.3
16.09.1996 00:00;11.5;6.2;134.2;2.1;6.6;85;47;5;11;28;165;52;11;4;;;5;6.18;62.5;100;100;;0.02;0.18;1.13;1.43;0.1;0.01;0.14;15;1;3.06;69;7.62;12.08;690;12;8.2;12.2;90;14.3
30.09.1996 00:00;8.1;6.4;138.8;2.1;6.5;91;47;;11.72;32.34;156.2;24;5;;;;;6.83;;500;500;;0.02;0.14;0.73;0.83;0.1;0.01;0.04;;0.7;3.68;84;7.5;13.48;700;11;7.9;10.6;190;12
14.10.1996 00:00;4.5;6.1;138.8;2.1;6.2;65;46;4.4;12;29;167;13;3;4;;;5;7.25;34.3;500;500;;0.09;0.12;1.06;1.06;0.16;0.01;0.1;14;0.6;3.88;69;6.92;29.94;710;9;7.9;11.4;240;11.6
11.11.1996 00:00;4.2;5.9;143.8;2.1;6.2;95;46;6;12;27;161;5;3;4;;;7.5;7.96;24;500;500;;0.24;0.09;1.23;1.23;0.38;0.01;0.06;10;0.6;3.56;60;7.22;13.62;720;5;8.1;11;200;7.7
02.12.1996 00:00;2.2;5.2;142.6;2.1;5.5;95;46;5.8;12;25;102;4;1;4;;;6.2;3.7;13;500;500;;0.25;0.05;1.04;1.34;0.48;0.01;0.04;10;0.7;3.68;73;6.5;14.56;730;1;8.2;11.8;250;2.1
03.03.1997 00:00;6.7;5;146;2.4;5.7;92.4;49;;11.3;34.06;148;31;8;4;55;;9;5.43;10;100;100;;0.07;0.06;1.22;1.32;0.87;0.01;0.01;18;2.1;2.5;59;6.56;13.88;735;4.5;8.7;13.1;100;4.6
17.03.1997 00:00;5.6;4.9;134;2.2;5.2;97;47;;12.02;24.22;174.6;15;6;;;;;4.82;;100;100;;0.06;0.04;1.55;1.6;0.94;0.01;0.03;;1.4;3.54;54;7.22;14.56;730;0.5;8.7;5;160;5.6
01.04.1997 00:00;3.7;4.7;134;2.2;4.9;87.6;47;;11.82;31.4;144;33;11;4;100;;8.5;5.57;10;1000;1000;;0.19;0.03;1.3;1.3;0.76;0.01;0.01;10;1.6;5.1;62;6.58;13.22;720;5;8.7;5.6;130;5.9
14.04.1997 00:00;8.2;3.8;134;2.2;4.1;90.4;47;;14.06;31.84;165.4;30;10;;;;;2.76;;100;100;;0.02;0.04;0.91;0.69;0.48;0.01;0.01;;;3.36;39;7.04;13.62;720;6;8.8;6.5;140;6
28.04.1997 00:00;11.7;5.2;128;2.1;5.6;85;47;5.3;12;30;144;51;11;4;;;5;1.92;10;0;0;;0.02;0.05;0.81;0.91;0.16;0.01;0.01;10;3.1;4.16;61;6.24;13.1;700;9;8.5;10.6;90;8.5
12.05.1997 00:00;4;5.1;122;2;5.3;83;47;;12.78;27.98;163;2;5;;;;;0.89;;0;0;;0.07;0.05;0.82;0.92;0.1;0.01;0.01;;1.1;2.64;70;7.78;12.58;680;18;8.3;8.6;270;14.2
26.05.1997 00:00;2.7;6.6;128;2.1;6.8;100;48;5.1;12;27;154;6;1;4;64;;5;2.06;10;5000;0;;0.26;0.54;1;1;0.11;0.01;0.05;14;0.6;5;96;7.7;12.8;700;11.5;8;7.4;400;17.3
09.06.1997 00:00;5.5;5.4;128;2.1;5.7;90;48;;13.04;27.26;171.8;30;10;;;;;0.84;;10;10;;0.09;0.07;0.56;0.56;0.23;0.02;0.01;;1.4;4.62;60;7.1;14.78;600;17;8.2;11;180;19
26.06.1997 00:00;5.9;5.8;128;2.1;6.6;100;49;4.1;12;26;136;26;6;4;100;;5;0.66;10;100;0;;0.09;0.1;1.1;1.1;0.12;0.03;0.07;16;0.9;3.1;49;7.38;12.54;690;14;8.4;12.4;120;18.7
07.07.1997 00:00;11.4;5.8;128;2.1;6.9;90.4;49;;13.28;27.96;172.2;44;9;;;;;0.94;;10;10;;0.04;0.04;1.4;1.6;0.1;0.01;0.02;;0.4;2.66;54;6.62;14.14;685;16;8.6;6.5;120;19.8
21.07.1997 00:00;14;7;122;2;7.2;75;50;3.2;11;30;140;54;9;4;;;5;0.94;10;10;10;;0.23;0.17;1;1;0.1;0.01;0.05;19;1.1;11;74;7.74;13.52;670;18;8.2;7.6;100;20.2
04.08.1997 00:00;20;5.9;122;2;9.6;101.4;50;;13.9;32.58;176.2;165;17;;;;;3.65;;10;0;;0.02;0.18;0.8;1.6;0.1;0.01;0.08;;2.6;5.46;89;7.66;14.74;650;19.5;9.2;15;80;22.5
18.08.1997 00:00;9.5;7.3;116;1.9;8.5;75;51;1.8;12;28;138;63;8;4;100;;5;5.57;73;10;0;;0.02;0.13;1.1;1.4;0.1;0.01;0.1;19;0.5;3.9;87;8.08;15.62;640;20;9;10.8;90;22.7
01.09.1997 00:00;31.7;7.3;122;2;18.1;100.6;50;;13.9;32.82;178.8;336;35;;;;;7.07;;100;100;;0.02;0.67;2;4.1;0.1;0.01;0.3;;3.3;4.92;95;7.26;14.12;650;20.5;8.8;9.7;50;21.3
15.09.1997 00:00;12.7;7.3;159;2.6;7.9;80;63;2.7;12;29;142;84;17;4;100;;5;5.85;10;100;100;;0.03;0.27;0.8;0.9;0.1;0.01;0.22;14;1;4.8;84;7.52;14.58;660;9;8.5;10.2;80;15.9
29.09.1997 00:00;13;7.3;128;2.1;8;93.2;51;;12.78;32.7;162.6;54;9;;;;;7.58;;500;10;;0.06;0.2;2.2;2.2;0.1;0.01;0.19;;1.4;3.22;79;7.18;13.08;680;7;8.6;10.6;120;14.3
13.10.1997 00:00;8.6;8;128;2.1;8.6;70;50;4.1;11;31;123;49;13;;;;;6.41;;100;100;;0.2;0.23;1.8;2;0.13;0.02;0.13;14;1.6;4.7;79;7.64;13.42;680;8;8.2;9.8;100;12.2
27.10.1997 00:00;5.5;8.4;128;2.1;8.7;100.2;51;;14;33.08;178.8;13;4;;;;;5.52;;500;10;;0.28;0.31;3.3;3.3;0.16;0.01;0.27;;0.8;4.26;55;7.02;12.52;700;1;8.1;10.4;150;7.6
10.11.1997 00:00;6.8;6.1;134;2.2;6.5;80;52;3.7;11;30;138;4;4;4;100;;5;5.62;10;100;100;;0.31;0.15;1.4;1.5;0.17;0.01;0.1;17;1.5;4;50;6.66;13.1;700;5.5;8.2;10.5;240;5.4
01.12.1997 00:00;3;5.7;134;2.2;5.8;65;50;4.8;12;29;136;5;1;4;100;;5;6.08;10;20000;20000;;0.18;0.09;1.2;1.2;0.38;0.01;0.09;10;0.4;0.2;96;6.06;29.94;720;3;8;11.3;400;2.5
06.01.1998 00:00;2.8;5.2;134;2.2;5.2;68;47;4.5;11;29;127;11;4;4;100;;5;3.51;10;1000;1000;;0.13;0.07;1.5;1.6;0.64;0.01;0.04;20;2.1;6.7;75;6.48;29.94;710;3.5;7.9;12.2;200;1.9
02.02.1998 00:00;5.1;5.5;146;2.4;5.6;72;44;4.4;11;29;156;11;2;4;100;;5;5.05;105;10;10;;0.12;0.04;2.5;2.6;1.5;0.02;0.03;17;2.4;3.2;68;6.38;29.94;715;;8.4;12.5;50;1.6
03.03.1998 00:00;5.1;4.9;134;2.2;5;70;48;4.2;11;24;125;12;3;4;100;;5;5.85;10;500;500;;0.14;0.05;2.1;2.2;1.1;0.01;0.01;21;1.6;2.4;62;6.4;29.94;715;7.3;7.3;12.6;180;5.1
16.03.1998 00:00;3;4.8;140;2.3;5;99.4;51;;12.8;32.02;178.4;9;7;;;;;4.91;;;;;0.03;0.04;1.7;1.7;1.2;0.01;0.02;;1.3;3.58;80;6.4;13.18;720;5.3;8.4;11.7;200;4.2
31.03.1998 00:00;8.7;6.3;140;2.3;6.7;82;50;5;11;25;142;44;11;4;100;;5;4.91;10;2000;2000;;0.04;0.04;1.6;1.7;0.81;0.01;0.01;10;2.7;5.9;70;6.62;13.1;702;8;8.8;13.5;110;6.3
14.04.1998 00:00;8.6;5.2;134;2.2;5.4;88.8;49;;13.38;30.24;169.4;30;13;;;;;2.71;;;;;0.02;0.04;1.5;1.5;0.8;0.01;0.01;;1.6;4.26;57;6.96;13.48;700;3;8.7;10.8;100;8.2
28.04.1998 00:00;9;5.1;128;2.1;5.3;62;52;5.3;11;28;138;20;5;4;100;;5;0.84;10.1;10;0;;0.04;0.03;1.2;1.3;0.62;0.01;0.01;10;1.1;2.8;73;7.6;14.02;680;14;8.6;11.8;170;13
11.05.1998 00:00;2.6;5;134;2.2;6;90.6;48;;13.42;27.26;177.2;4;2;;;;;0.52;;;;;0.14;0.03;1.5;1.5;0.61;0.01;0.02;;0.7;2.42;69;7.7;13.1;690;16.9;8.1;7.6;490;17.7
26.05.1998 00:00;3.6;5.4;146;2.4;5.4;90;59;4.5;12;26;134;7;2;4;100;;5;2.43;10;10;0;;0.14;0.02;1.2;1.3;0.43;0.01;0.01;15;0.3;2.6;55;7.48;12.06;685;11;8.3;9.4;220;15.8
08.06.1998 00:00;6.6;6.6;128;2.1;6.8;88;50;;12.92;27.72;178.2;37;6;;;;;0.61;;;;;0.05;0.02;1.2;1.2;0.22;0.01;0.01;;0.8;2.7;61;7.7;12.74;675;20.5;8.5;11.2;100;20.9
23.06.1998 00:00;11.2;4.9;134;2.2;5.7;76;51;5;12;29;111;15;4;4;100;;5.9;0.19;10;10;0;;0.02;0.05;0.8;0.9;0.1;0.01;0.02;10;2.1;2.2;46;7.26;13.3;680;18;8.6;10.3;120;19.4
06.07.1998 00:00;9.8;4.8;134;2.2;5.2;96.8;51;;13.32;32.02;178.2;18;4;;;;;1.4;;;;;0.11;0.06;0.9;1;0.14;0.01;0.05;;0.7;2.66;51;6.84;14.14;685;15;8.1;8.6;130;18
21.07.1998 00:00;3.1;5.5;134;2.2;6.9;84;53;5.1;12;30;124;66;8;4;100;;5;0.94;10;0;0;0;0.11;0.07;1.3;1.8;0.1;0.01;0.01;11;1.7;5;87;7.26;14.88;666;24;8.7;13.9;120;20.5
03.08.1998 00:00;11.8;5.2;128;2.1;5.4;96.8;52;;13.32;28.46;180.4;108;8;;;;;2.48;;;;;0.14;0.11;1.4;1.6;0.1;0.01;0.04;;1.4;3.84;86;7.54;14.84;663;14.5;8.5;9.4;90;19.8
18.08.1998 00:00;34.2;6;122;2;7.5;84;52;5.5;12;32;132;71;6;4;100;;5;2.9;10;10;0;;0.02;0.13;0.6;0.9;0.1;0.01;0.07;11;1.1;5.3;98;8.08;14.46;648;20;9.3;6.4;90;21.4
31.08.1998 00:00;11;7;128;2.1;7.8;93.2;56;;12.86;33.16;163.2;;;;;;;5.1;;;;;0.09;0.19;1.3;1.7;0.43;0.02;0.1;;0.5;4.88;60;8.04;14.94;610;12;8.3;8.7;100;15.9
15.09.1998 00:00;12.1;6.3;134;2.2;6.3;85;53;4.7;12;29;142;8;7;4;100;;5;6.55;10;100;100;;0.55;0.22;1.8;1.8;0.16;0.01;0.12;12;0.5;3.8;44;8.04;13.78;610;10;7.9;6.9;100;15.8
30.09.1998 00:00;3.8;4.8;140;2.3;5.3;89.4;45;;13.5;31.96;148.2;20;4;;;;;7.63;;;;;0.33;0.18;1.8;1.9;0.27;0.03;0.13;;0.7;4.62;87;7.9;14.88;590;12.4;8.2;9.7;170;15.1
13.10.1998 00:00;6.7;5.1;134;2.2;5.3;82;54;4;12;32;143;5;5;4;100;;38;7.16;10;20000;5000;;0.35;0.19;2.1;2.1;1.7;0.04;0.09;10;0.9;2.6;67;7.36;13.32;620;7;8.1;10;150;9.9
10.11.1998 00:00;3.2;5.4;128;2.1;5.7;88;51;1.2;12;30;141;9;3;4;100;;6.7;6.97;10;100;100;;0.25;0.08;2.2;2.3;0.55;0.03;0.04;18;1.2;4.3;75;6.9;12.34;690;8;8.4;15;260;6.2
05.01.1999 00:00;2.3;5.1;140;2.3;5.4;92;48;6.38;11.6;32.4;170;3;1;4;100;;15.3;5.62;10;500;500;;0.14;0.11;1.196;1.6;1.2;0.02;0.02;17;1.1;3.7;72;6.5;12.28;690;9.5;8.4;11.6;260;1.7
02.02.1999 00:00;1.6;5;140;2.3;5.1;92;49;6.3;11.3;30.3;170;5;2;4;100;;7.6;6.32;10;2000;500;;0.22;0.05;1.196;1.8;1.4;0.02;0.03;10;1.2;2.8;94;6.86;12.24;700;1.2;8.4;14.6;280;1.4
02.03.1999 00:00;3.4;4.9;140;2.3;6;93;50;6.24;11.2;30.5;164;15;3;4;100;;6.9;2.9;10.3;500;500;;0.02;0.04;1.196;2.1;1.6;0.01;0.02;10;2.1;3.5;65;6.44;11.68;690;3.6;8.5;16.7;200;2.9
15.03.1999 00:00;2.9;4.8;134;2.2;5.2;88.8;47;;12.42;30.9;163.8;13;3;;;;;5.05;;;;;0.02;0.05;1.196;3.1;1.8;0.01;0.02;;1.8;3.32;76;7.06;12.28;690;3.8;8.5;13.6;180;4.1
30.03.1999 00:00;4.3;5.8;134;2.2;5.9;89;47;6.25;10.8;28.3;186;31;8;4;100;;7.1;4.59;10;500;100;;0.05;0.06;1.28;3.2;1.7;0.01;0.005;10;1.4;3;93;6.78;12.18;670;6;8.6;14.6;130;6.8
12.04.1999 00:00;5.6;5.6;134;2.2;6.1;90.4;46;;12.86;32.34;161.8;28;4;;;;;4.82;;;;;0.04;0.08;1.28;3.1;1.6;0.01;0.003;;1;4.2;63;7.2;13.2;660;6.7;8.6;11.9;140;10.1
27.04.1999 00:00;5.3;6.3;134;2.2;7;90;47;7.07;10.5;30;164;28;6;4;100;;5.6;3.88;10;1000;10;;0.05;0.05;1.206;2;1.1;0.02;0.002;10;1.1;5.2;85;6.78;13.26;660;10;8.9;15.9;110;12.4
10.05.1999 00:00;23.3;6.2;134;2.2;6.4;92;48;;13.16;32.46;161;7;1;;;;;3.51;;;;;0.02;0.04;0.88;1.2;0.79;0.01;0.002;;1;3.08;12.9;7.74;13.1;660;15;8.5;9.4;280;14.3
26.05.1999 00:00;1.5;6;128;2.1;6;86;48;6.7;10.5;30.3;127;5;3;4;100;;5;2.48;10;10;0;;0.08;0.03;1.196;1.2;0.74;0.03;0.007;10;0.5;2.1;80;7.16;13.4;669;14;8.2;9.9;410;13.1
07.06.1999 00:00;4.6;5.8;134;2.2;6.2;87.4;50;;12.9;27.18;178.2;7;1;;;;;2.86;;;;;0.15;0.06;1.176;1.5;0.5;0.02;0.04;;0.7;2.7;57;7.12;12.48;675;15;7.9;7.6;240;19
22.06.1999 00:00;9;7;134;2.2;8.6;76;50;5.29;10.6;27;132;34;11;4;100;;11;1.4;10;500;0;;0.06;0.08;0.672;2;0.26;0.02;0.01;15;0.5;2.7;53;7.08;13.4;669;12.5;8.5;9.4;100;18.7
05.07.1999 00:00;7;7.6;128;2.1;8.4;98.8;51;;13.58;28.46;174;30;4;;;;;0.16;;;;;0.03;0.04;0.66;0.87;0.03;0.01;0.01;;0.8;3.4;74;7.26;13.7;650;23.5;8.4;11.4;140;22.4
20.07.1999 00:00;12.7;6.8;116;1.9;9.6;94;52;7.49;11.1;32.4;119;144;15;4;100;;11.7;1.03;10;0;0;0;0.02;0.12;0.926;1.4;0.03;0.01;0.01;19;1.9;8.8;83;7.96;14.78;640;20;9;15.6;80;23.3
28.07.1999 00:00;8.5;6.8;128;2.1;8;91.6;52;;13.48;28.46;178.8;20;4;;;;;4.21;;;;;0.06;0.18;1.026;1;0.04;0.03;0.11;;1.1;3.38;94;7.04;14.74;655;18.5;8.9;9.9;110;21.6
17.08.1999 00:00;15.9;7.5;128;2.1;11.6;94;53;;11.5;62.6;122;205;26;4;100;0.12;5;3.65;10;10;10;;0.33;0.46;1.02;2.6;0.11;0.01;0.2;22;2.7;3.08;72;7.74;14.16;672;15;8.6;7.5;70;19.3
30.08.1999 00:00;6.3;7.4;140;2.3;7.5;84.8;56;;12.5;27.96;159.2;50;8;;;;;2.43;;;;;0.1;0.27;0.766;1.2;0.12;0.02;0.21;;0.5;3.44;81;6.66;14.5;670;15;8.7;11.1;120;19.2
14.09.1999 00:00;9.3;7.6;134;2.2;8;80;54;12.6;10.9;36.4;114;50;16;4;100;;5;7.11;10;10;10;;0.04;0.29;1.28;0.7;0.03;0.01;0.21;18;0.9;1.6;69;7.82;15.48;666;12.5;9.1;13.8;80;19.2
27.09.1999 00:00;13.2;7.4;134;2.2;8.2;95.2;53;;12.86;33.16;174.8;25;6;;;;;8.1;;;;;0.09;0.42;1.36;1.7;0.06;0.01;0.27;;1.4;3.5;64;7.92;14.14;670;13;8.8;11.4;120;17.9
12.10.1999 00:00;7;6.7;134;2.2;7.1;79;55;7.32;11.1;37.3;114;18;6;4;100;;5.2;4.03;12.6;100;100;;0.05;0.28;1.086;0.8;0.22;0.01;0.22;20;0.5;1.8;76;7;13.44;690;7.6;8.4;12.9;140;12.9
09.11.1999 00:00;3.8;6.7;134;2.2;7.1;90;55;6.37;13.3;36.7;135;12;2;4;100;;5;9.36;;5000;1000;;0.03;0.18;1.36;2.9;0.27;0.01;0.1;23;0.5;2.4;82;6.8;13.66;710;8;8.4;11.1;180;8.8
04.01.2000 00:00;1.9;5.7;140;2.3;5.8;93;52;5.21;13.3;9.7;196;4;2;4;100;;5;7.35;10;5000;5000;;0.05;0.07;1.196;1.4;0.41;0.01;0.05;10;0.8;1.7;84;6.86;12.02;690;5;8;13.9;240;1.5
01.02.2000 00:00;4.8;4.9;140;2.3;5.2;93;51;5.2;13;9;180;11;4;4;100;;5;6.65;10;1000;1000;;0.06;0.05;1.28;1.2;0.53;0.01;0.03;23;2;2.9;71;6.84;12.28;690;8;8.1;18.3;190;1.9
29.02.2000 00:00;2.7;5.4;140;2.3;5.5;89;51;5.58;12;32.2;165;14;4;4;100;;17.8;5.99;10;10000;500;;0.02;0.05;1.196;1.5;0.64;0.01;0.02;16;2.7;3.4;67;6.14;12.04;705;5;8.2;12.3;180;3.6
13.03.2000 00:00;3.5;5.2;140;2.3;5.7;100.2;51;;13.72;32.58;178.4;17;2;;;;;7.16;;;;;0.02;0.06;1.28;2.4;0.66;0.01;0.02;;1.4;3.3;66;6.68;12.96;712;5;8.2;12.2;150;5.4
28.03.2000 00:00;4.6;6.7;140;2.3;7;94;49;6.76;11.8;32.8;152;25;6;4;;;7.2;4.91;10;10000;1;;0.04;0.08;1.28;1.8;0.77;0.01;0.01;17;1.1;4.6;70;6.66;12.24;700;5;8.4;12.5;120;6.5
10.04.2000 00:00;8.9;5.6;134;2.2;6.2;90;47;;13.1;30.56;166.6;33;4;;;;;4.82;;;;;0.02;0.08;1.28;2.3;0.88;0.01;0.02;;0.9;3.18;53;6.32;13.66;690;2.5;8.6;12.8;100;7.2
26.04.2000 00:00;10.5;8.1;116;1.9;9.2;82;45;6.22;10.5;30.7;136;27;9;4;139;;5;0.66;10;100;1;;0.04;0.06;0.746;1.5;0.59;0.01;0.01;20;1.7;6.4;57;7.22;14.66;650;13;8.8;13.3;90;14.7
08.05.2000 00:00;1.2;8;122;2;8;97.2;47;;13.22;31.54;175.2;3;2;;;;;1.36;;;;;0.2;0.05;1.056;1.4;0.51;0.01;0.02;;0.5;2.38;67;7.26;14.76;660;17;8.2;8.2;210;17.2
23.05.2000 00:00;3.2;7.1;128;2.1;7.2;87;48;6.89;11.9;30.6;150;5;3;4;100;;5;1.69;10;10;1;;0.29;0.06;1.036;1.4;0.45;0.01;0.03;12;0.6;2.6;63;7;12.12;675;12;8.4;9.4;270;17.6
05.06.2000 00:00;7.3;7.3;134;2.2;8.4;96.4;50;;12.96;32.58;176.2;27;7;;;;;1.03;;;;;0.02;0.03;0.66;1.3;0.38;0.02;0.01;;3;3.28;58;7.08;14.3;668;18;9;15.2;130;19.6
20.06.2000 00:00;8.7;7.9;122;2;8.2;84;52;6.44;11.2;30.7;154;20;3;4;100;;7.1;0.47;10;10;10;;0.03;0.05;0.72;0.97;0.02;0.01;0.01;17;1.3;4.7;86;6.88;14.36;650;22;8.9;15.8;90;21.3
03.07.2000 00:00;9.6;7.7;122;2;8.2;96.8;52;;13.32;32.58;182.6;49;8;;;;;1.17;;;;;0.02;0.04;0.692;0.9;0.02;0.01;0.01;;1.3;3.28;73;6.98;14.2;660;17;8.8;13.8;120;16.9
18.07.2000 00:00;10.5;9.1;116;1.9;12;65;53;5.99;11.7;27.9;157;38;8;4;100;;5;0.45;10;10;10;;0.02;0.09;0.706;0.9;0.02;0.01;0.01;14;0.9;3.2;61;6.98;14.8;660;15.5;8.8;13.8;110;17.2
31.07.2000 00:00;3.9;8.2;122;2;9.1;90.6;54;;13.26;28.16;183.2;20;4;;;;;0.52;;;;;0.02;0.08;0.72;0.7;0.02;0.01;0.03;;1.1;3.86;87;6.9;14.42;664;18;8.5;12.3;150;18.4
15.08.2000 00:00;17.5;7.7;116;1.9;8.3;80;53;6.4;12.3;32.4;156;63;6;4;100;;5;1.54;10;100;1;;0.03;0.1;1.02;1.2;0.02;0.02;0.02;20;2.2;7.5;95;8.24;14.66;660;20;8.7;15.1;110;22.1
28.08.2000 00:00;8.9;6.9;128;2.1;7.5;87.4;54;;12.66;28.16;178.8;17;9;;;;;3.32;;;;;0.3;0.17;0.96;1.3;0.04;0.01;0.1;;0.5;3.22;51;6.66;14.84;665;20.5;7.8;9.4;100;19.4
12.09.2000 00:00;5.8;7.6;122;2;8.2;70;54;8.72;10.5;32.3;152;32;4;4;100;;7.2;4.59;10;10;10;;0.24;0.15;1.326;1.1;0.09;0.01;0.09;21;0.8;3.6;83;7.34;13.96;667;12;7.9;10.3;120;17.5
25.09.2000 00:00;8.3;7.2;128;2.1;7.8;98.6;54;;13.54;33.2;174.8;22;5;;;;;5.24;;;;;0.15;0.1;1.126;1.8;0.18;0.01;0.06;;1;2.98;48;7.68;13.42;670;5;8;9.8;100;13.6
10.10.2000 00:00;6.6;7.7;128;2.1;8.3;80;54;5.78;12.1;33.4;161;15;5;4;100;;5;4.59;10;500;500;;0.23;0.1;1.206;1.8;0.16;0.02;0.07;10;1.4;3.3;42;7.52;11.66;685;8;7.8;9;150;13.4
07.11.2000 00:00;4.3;7.4;128;2.1;8.1;86;55;9.34;12.8;36.5;156;22;3;4;106;;5;3.23;10;1000;1000;;0.06;0.11;1.066;1.3;0.27;0.02;0.01;19;1;4;63;7.2;12.56;700;8;8.1;10.6;180;9.2
05.12.2000 00:00;7.4;6.2;134;2.2;6.2;101;55;8.59;14.4;44.2;171;7;2;4;159;;5;4.45;10;100;10;;0.07;0.07;1.086;1.7;0.34;0.01;0.06;19;0.5;1.9;84;7;13.62;727;4;7.8;10.5;320;5.5
13.03.2001 00:00;4.8;6;153;2.5;6.6;96.4;52;;14.54;31.22;178.8;34;2;;;;;5.48;;;;;0.02;0.06;1.28;1.5;0.38;0.01;0.01;;2.1;3.08;79;6.4;14.56;733;7;9;13.4;150;4.7
09.04.2001 00:00;4.5;6;146;2.4;6.8;90;50;;14.28;32.02;169.4;23;6;;;;;3.42;;;;;0.02;0.08;1.176;1.4;0.28;0.01;0.04;;0.5;3.44;84;6.8;13.18;721;8;8.5;13.7;150;7.1
24.04.2001 00:00;6.7;6.5;146;2.4;7;92;50;5.24;11.8;29.4;177;24;5;4;100;;5.5;2.81;10;10;10;;0.02;0.06;0.766;1.2;0.22;0.01;0.01;14;2.2;3.6;60;7.1;13.62;720;5;8.5;12.3;110;7.2
07.05.2001 00:00;6.9;7.6;134;2.2;8;94;49;;12.58;33.04;158.6;24;5;;;;;2.2;;;;;0.07;0.08;0.666;1.1;0.02;0.01;0.01;;0.8;2.54;57;7.4;13.5;710;6;8.3;10.3;110;12.2
22.05.2001 00:00;2.4;6.4;134;2.2;6.8;92;50;6;12.6;31.3;171;4;2;4;100;;5;1.4;10;10;1;;0.12;0.05;1.056;1.6;0.09;0.01;0.02;10;0.7;1.7;50;7.4;12.76;718;14;7.8;7.7;300;16.2
