Datum / Uhrzeit;Abfiltrierbare Stoffe;DOC (Geloester organischer Kohlenstoff);Hydrogencarbonat;Soaurekapazitat pH 4.3;TOC (Organischer Kohlenstoff);Calcium;Chlorid;Kalium;Magnesium;Natrium;Sulfat;Chlorophyll-a;Phaeophytin;Blei gesamt;Bor gesamt;Eisen gesamt;Kupfer gesamt;Silicium geloest;Zink gesamt;Coliforme B.;E.Coli;Intestinale Enterokokken;Ammonium-Stickstoff;Gesamt-Phosphor (P) gesamt;Gesamt-Stickstoff (N) geloest;Gesamt-Stickstoff (N) gesamt;Nitrat-Stickstoff;Nitrit-Stickstoff;ortho-Phosphat-Phosphor ;AOX (Adsorbierbare organ. Halogenverbindungen);BSB1 (Biochem. Sauerstoffbedarf. 24h);BSB5 (Biochem. Sauerstoffbedarf. 5d);Gluehverlust der abfiltrierbaren Stoffe;Kaliumpermanganatverbrauch als O2;Spektraler Absorptionskoeffizient (SAK) 254nm;Leitfaehigkeit;Lufttemperatur;pH-Wert;Sauerstoff-Gehalt;Sichttiefe;Wassertemperatur
05.06.2001 00:00;3.4;6.5;140;2.3;6.7;97.8;56;;12.62;33.12;181.4;8;2;;;;;2.15;;;;;0.25;0.11;1.196;1.2;0.11;0.01;0.04;;0.5;3.04;65;7.68;13.26;725;11;7.8;8.1;190;15.4
19.06.2001 00:00;4.2;7.2;140;2.3;7.5;83;50;6.23;11.3;34.1;169;20;2;4;101;;5;2.39;10;1000;1;;0.11;0.08;0.876;1.2;0.26;0.01;0.01;10;0.7;2.3;69;7.36;13.62;722;14;7.7;8.2;190;16.7
02.07.2001 00:00;3.7;6.5;140;2.3;7.1;91.6;51;;13.48;28.46;173.8;12;2;;;;;0.26;;;;;0.02;0.05;0.636;0.8;0.02;0.01;0.01;;0.5;2.5;70;7.26;12.84;713;13.5;8.2;9.4;170;20.1
17.07.2001 00:00;10.9;6.4;146;2.4;6.8;79;52;6.67;11.5;40.4;175;19;4;4;100;;10.7;1.54;10;10;1;;0.23;0.13;0.932;1.6;0.05;0.01;0.08;17;0.7;2.2;39;7.06;12.88;727;16;7.8;7.9;110;19.7
30.07.2001 00:00;8.4;7.5;146;2.4;8.7;102.6;53;;13.32;32.58;178.8;39;9;;;;;1.59;;;;;0.02;0.1;0.652;1.1;0.02;0.01;0.04;;0.8;3.74;83;7.2;14.7;715;22;8.6;18.4;120;23.5
14.08.2001 00:00;12.6;6.5;146;2.4;8;83;52;6.6;11.5;34.8;160;52;8;4;100;;7.7;3.28;10;100;100;;0.05;0.24;1.1;1.1;0.05;0.01;0.15;21;1;2.9;61;7.74;13.72;774;20;8.1;8.6;90;19.7
27.08.2001 00:00;18.4;8.2;153;2.5;11.2;90.6;55;;13.26;28.16;174.6;58;7;;;;;2.43;;;;;0.02;0.24;1.02;2.1;0.02;0.01;0.1;;1.8;3.78;93;7.74;14.7;716;21.5;8.8;13.1;120;24.2
11.09.2001 00:00;12.3;7.1;153;2.5;9.4;84;54;6.73;11.9;37.6;159;44;5;4;100;;5.3;4.91;10;1000;10;;0.15;0.26;1.22;2.1;0.12;0.01;0.18;21;0.6;2.3;55;8.16;13.42;736;12;7.9;8.6;90;15.1
24.09.2001 00:00;8.8;7.6;153;2.5;8;93.4;55;;12.84;32.8;172.4;31;4;;;;;5.43;;;;;0.02;0.25;1.126;1.1;0.12;0.01;0.17;;0.7;2.64;60;7.62;13.92;730;12;8.3;9.6;100;14.1
09.10.2001 00:00;9;6.3;146;2.4;6.6;96;53;6.19;13.2;34.1;153;43;21;4;100;;5;4.35;10;100;100;;0.02;0.19;1.026;1.1;0.06;0.01;0.1;20;0.5;3.2;62;7.1;13;725;12;8.5;10.4;100;14.2
06.11.2001 00:00;8.6;6.2;146;2.4;6.4;99;51;7.45;10.9;35.8;156;21;4;4;100;;10;3.84;15;1000;1000;;0.11;0.16;1.026;0.86;0.19;0.01;0.09;20;0.6;2.6;36;7.36;13.8;733;6;8.2;10.1;120;9.2
04.12.2001 00:00;3;6.7;140;2.3;6.8;93;50;5.74;12.5;31.2;150;4;2;4;100;;5;5.66;10;100;100;;0.11;0.08;1.28;0.7;0.45;0.01;0.05;19;0.5;2.5;63;6.06;13.88;734;0;8.3;11.5;180;2.9
05.02.2002 00:00;4.3;5.9;140;2.3;6.7;93;48;8.32;12.8;31.8;165;12;3;4;100;;5;6.9;10;1000;1000;;0.15;0.08;1.28;1.3;1;0.01;0.03;16;1.9;4;65;6.4;13.46;717;8;8.9;10.9;200;4.5
05.03.2002 00:00;3.4;5.6;140;2.3;6.6;100;46;6.3;10.3;31.5;164;21;5;4;100;;5;6;13.4;10000;100;;0.02;0.06;1.28;1.4;1.2;0.01;0.02;10;1.6;4;71;6.44;12.24;694;6;8.1;12.1;160;3.7
18.03.2002 00:00;6.4;7;134;2.2;8.4;88.6;45;;11.94;30.36;165.4;33;5;;;;;5.1;;;;;0.02;0.07;1.306;1.7;1.3;0.01;0.01;;3.1;3.22;63;6.54;14.56;689;5;8.8;12;150;5.8
03.04.2002 00:00;8.8;7.5;134;2.2;9.5;88;45;5.39;10.4;26.9;158;39;6;4;100;;5;2.7;10;100;100;;0.02;0.05;0.754;1.7;0.96;0.01;0.01;10;4.4;6;57;6.48;12.58;671;5;8.9;16.4;90;7.7
15.04.2002 00:00;6.1;6.6;122;2;7.8;90.4;44;;12.08;30.46;165.8;35;5;;;;;1.5;;;;;0.06;0.06;0.66;1.2;0.68;0.01;0.01;;2;3.62;49;7.3;13.78;654;6;8.7;13.1;100;7.8
30.04.2002 00:00;11.3;8;128;2.1;10.6;98;50;9.42;12.2;32.9;170;37;8;4;100;;11.1;1;10;30;30;;0.02;0.09;0.746;1.2;0.39;0.01;0.01;17;2.6;6.1;59;7.44;12.96;670;8;8.7;11.8;100;10.7
13.05.2002 00:00;5.5;6.9;134;2.2;9.3;97.4;47;;13.46;30.6;174.2;15;10;;;;;0.53;;;;;0.02;0.08;0.66;2.3;0.17;0.01;0.01;;0.9;2.66;76;6.7;13.66;668;15;8.7;11.3;90;16.3
28.05.2002 00:00;2;7.4;140;2.3;7.5;92;45;6.21;12;29.4;161;10;2;4;100;;5;1;19.9;30;30;;0.33;0.07;1.056;1.1;0.18;0.01;0.04;16;0.5;2.3;95;7.7;11.96;685;15.8;8.1;7.1;340;18.3
10.06.2002 00:00;3.1;6.8;153;2.5;7.6;97.2;47;;14.04;32.28;165.8;7;2;;;;;3.1;;;;;0.33;0.09;1.196;1.1;0.17;0.01;0.06;;0.7;2.84;68;7.12;13.68;694;18;8;6.9;240;18.8
27.06.2002 00:00;7;6.7;128;2.1;9.9;87;50;6.88;12.2;32.3;169;21;7;4;100;;5;0.2;10;30;30;;0.02;0.1;0.6;0.6;0.02;0.01;0.01;16;0.8;2.7;60;7.38;13.6;666;19;8.5;8.4;110;20.5
08.07.2002 00:00;5.4;7.5;128;2.1;9.1;98.8;50;;13.72;32.24;174;18;4;;;;;0.22;;;;;0.02;0.08;0.66;0.6;0.02;0.01;0.03;;0.6;2.36;67;6.88;14.76;668;19;8.6;10.5;130;19.3
23.07.2002 00:00;10.6;7.1;134;2.2;12.8;90;50;8.31;12.1;34.4;162;55;10;4;100;;5;3.6;10;36;36;;0.05;0.2;1.054;1.9;0.02;0.01;0.1;24;1;2.9;57;7.18;13;692;15;8.5;10.8;90;18.7
05.08.2002 00:00;5;7.5;134;2.2;8.2;88.8;49;;13.6;28;166.2;36;5;;;;;1.6;;;;;0.05;0.15;0.766;1;0.02;0.01;0.07;;0.8;3.8;80;7.46;14.76;662;18;8.9;10.5;120;22.5
20.08.2002 00:00;7;7.4;140;2.3;9.7;93;50;6.71;12.3;35;153;52;22;4;100;;5;3.8;10;30;30;;0.03;0.26;1.106;1.6;0.02;0.01;0.17;14;1;4.8;94;7.38;14.72;669;18;8.8;9.8;80;21.6
02.09.2002 00:00;14.8;8.4;146;2.4;11.7;100.6;52;;13.9;32.82;178.8;130;6;;;;;5.3;;;;;0.04;0.32;1.02;1.2;0.08;0.01;0.17;;1.7;3.76;94;8.66;15.3;667;14;8.9;11.3;90;21.8
17.09.2002 00:00;9.2;9.7;153;2.5;12.7;88;52;6.39;12.2;31.9;150;47;9;4;100;;10.5;7.7;10;30;30;;0.04;0.53;1.4;1.2;0.07;0.01;0.46;28;0.7;3.9;74;7.04;13.44;690;14;8;7.8;90;18.3
30.09.2002 00:00;26.1;7.6;146;2.4;15.1;99.4;52;;13.68;33.16;177.6;149;26;;;;;6.9;;;;;0.02;0.52;0.96;1.9;0.02;0.01;0.33;;1.5;4.4;84;7.74;12.44;690;11;8.4;10.5;60;14.2
15.10.2002 00:00;11.2;7.4;146;2.4;9.6;92;50;5.99;12.2;33;158;50;10;4;100;;5;5.8;10;30;30;;0.02;0.4;1.28;1.2;0.04;0.01;0.28;21;2;4.2;55;6.56;14.56;885;9;8.3;11.2;80;8.9
12.11.2002 00:00;2.2;6.6;146;2.4;6.7;91;48;6.26;12.2;30.8;168;7;2;4;100;;5.5;6.8;10;91;36;;0.08;0.2;1.196;0.8;0.34;0.01;0.16;19;0.7;3;59;6.22;12.28;691;3;8.2;11.8;300;4.5
01.04.2003 00:00;6.1;6.6;140;2.3;6.8;88.6;47;6.89;11.6;29.2;155;36;6;4;100;;11.6;6.5;10;36;36;;0.02;0.06;1.42;1.6;1.07;0.01;0.01;19;2.5;5.1;74;6.72;13.24;679;3;8.6;14.5;110;6.2
15.04.2003 00:00;7.7;6.3;140;2.3;8.1;83.8;46;;12.44;30.1;166.2;72;14;;;;;6;;;;;0.02;0.08;1.206;1.4;0.68;0.01;0.01;;2.2;4.18;70;6.42;12.48;676;11;8.5;15.4;120;7.3
29.04.2003 00:00;11.6;6.5;140;2.3;9;87;45;5.74;11.9;29.2;150;51;7;4;100;;13.6;4.2;10;30;30;;0.03;0.08;1.24;1.3;0.18;0.02;0.01;10;2.1;5.3;67;7.74;12.72;670;14;8.8;11.7;80;12.4
12.05.2003 00:00;7.2;6.5;134;2.2;8.3;93.2;47;;12.64;30.6;174.2;27;3;;;;;2;;;;;0.03;0.1;0.686;0.9;0.02;0.01;0.01;;1.7;3.04;72;7.78;12.48;673;15.7;8.6;9.8;90;16.8
27.05.2003 00:00;3;6.1;140;2.3;8.2;92.2;48;6;11.5;29.6;156;20;2;4;100;;5;3.5;10;30;30;;0.15;0.1;1.196;1;0.06;0.01;0.04;19;1.6;3.9;87;7.24;12.76;694;15;8.1;8.1;200;17.9
10.06.2003 00:00;7.2;7.8;134;2.2;8.4;91;56;;13;28.16;156.6;24;4;;;;;2.7;;;;;0.02;0.06;0.766;1;0.02;0.01;0.02;;0.5;3.02;61;7.22;13.58;687;18;8.4;7.6;120;22.5
24.06.2003 00:00;10.3;7.6;146;2.4;8.3;84.8;49;6.1;12.3;31.7;146;9;2;4;100;;8.2;4;10;30;30;;0.3;0.13;1.174;1.2;0.05;0.01;0.09;19;0.5;2.6;43;6.62;14.5;702;17;8;6.8;100;19.2
07.07.2003 00:00;7.3;7.5;146;2.4;9;94;48;;13.44;32.28;172;5;5;;;;;5.6;;;;;0.36;0.17;1.286;1.5;0.06;0.01;0.11;;3.6;2.96;51;7.08;13.62;708;15;8;10.5;100;18.3
22.07.2003 00:00;5.3;7.6;140;2.3;8.4;85.6;54;7.39;12.1;33.4;148;21;3;4;100;;6;5.4;10;30;30;;0.02;0.04;1.366;0.8;0.04;0.01;0.04;13;1.5;4.8;94;7.56;13.28;688;24;8.9;12.2;130;25.1
04.08.2003 00:00;3.9;7.7;146;2.4;9.3;100.6;50;;13.9;32.82;172;30;12;;;;;6.1;;;;;0.02;0.15;1.42;0.8;0.02;0.01;0.06;;0.5;3.42;87;7.54;14.42;696;21;8.8;10.6;130;24.8
19.08.2003 00:00;5.4;7.9;146;2.4;11.4;86.2;51;6.62;12.2;34.7;138;39;26;4;100;;12.6;7.2;10;30;30;;0.11;0.31;1.52;1.3;0.05;0.01;0.22;10;1.3;5.1;74;7.7;29.34;711;19;8.4;9;140;21.9
01.09.2003 00:00;18;10.2;159;2.6;10.7;90.6;52;;13.26;28.16;176.2;77;17;;;;;2.1;;;;;0.02;0.23;1.02;0.8;0.02;0.01;0.16;;1;2.72;40;7.7;13.76;713;10;8.7;10.2;90;17.9
16.09.2003 00:00;4.5;10;140;2.3;10.3;83.6;52;6.85;12;35.8;136;12;2;4;100;;5;0.45;10;36;36;;0.03;0.16;0.806;1;0.02;0.01;0.08;10;1.2;4;98;7.34;30.16;708;14;8.8;9.9;170;17.4
29.09.2003 00:00;7.1;8.2;146;2.4;9.6;100;52;;13.92;32.74;176.2;20;5;;;;;2.6;;;;;0.05;0.24;0.786;1;0.02;0.01;0.19;;0.9;3.54;56;8.08;12.98;720;14;8.4;7.8;110;16
14.10.2003 00:00;5.6;9;146;2.4;10;79.4;47;6.7;12.1;35.2;130;17;4;4;100;;5.1;3.4;10;91;91;;0.02;0.28;1.306;1;0.02;0.01;0.17;19;0.5;2.8;73;6.94;29.94;722;4;8.1;9.2;150;11.5
11.11.2003 00:00;1.7;7.7;140;2.3;9.4;90.4;57;6.69;12.8;34.8;170;11;2;4;100;;5.1;5.7;10;36;36;;0.02;0.16;1.38;0.9;0.08;0.01;0.1;16;0.5;3.2;94;6.56;14.1;746;0;8.1;11.3;240;5
09.12.2003 00:00;1.3;6;146;2.4;6.3;93.4;55;6.05;13.2;32.7;176;4;2;4;100;;5;6.5;10;430;230;;0.02;0.11;1.196;0.7;0.17;0.01;0.09;16;0.5;3;92;6.62;14.1;762;;8.2;13.8;350;3
15.03.2004 00:00;13;5.7;153;2.5;8.2;98.6;53;;13.56;31.42;178.8;65;9;;;;;4.6;;;;;0.02;0.09;1.16;1.2;0.25;0.01;0.01;;1.6;3;59;5.96;14.56;740;10;8.7;16.5;70;3.4
30.03.2004 00:00;13.7;6.2;140;2.3;7.7;99.6;51;5.47;11.6;29;181;36;7;4;100;;5;2.8;10;30;30;;0.02;0.05;1.1;0.8;0.03;0.01;0.01;13;2.7;4.6;54;5.72;13.62;728;2;8.8;14.1;80;5.6
14.04.2004 00:00;8.2;6.7;140;2.3;7.9;100.2;51;;14;33.08;178.6;17;3;;;;;1.4;;;;;0.02;0.07;0.68;1;0.02;0.01;0.01;;1.5;2.88;68;6.82;13.9;727;7;8.6;12.9;80;9.3
10.05.2004 00:00;4.6;6.2;146;2.4;6.6;96.4;56;;13.88;33.16;172.6;4;2;;;;;2.6;;;;;0.16;0.07;1.016;0.8;0.04;0.01;0.04;;1.3;2.84;69;7.78;14.56;743;11;8;8.4;210;14.6
25.05.2004 00:00;5.8;6.4;153;2.5;6.7;89;45;5.97;12.9;32.7;153;10;2;4;100;;5;2.5;10;30;30;;0.2;0.07;0.786;0.9;0.09;0.01;0.05;10;0.6;2.7;50;7.52;14.16;750;9;8.2;9.8;200;13.7
07.06.2004 00:00;5.6;6.5;146;2.4;7.1;98.8;50;;13.72;32.24;178.2;18;3;;;;;1.2;;;;;0.05;0.07;0.66;0.7;0.02;0.01;0.01;;1.5;3.18;80;7.06;13.84;735;19;8.5;13;180;18.3
22.06.2004 00:00;5.3;6.4;159;2.6;8.7;91;69;6.01;12.9;33.1;227;37;4;4;100;;6.5;0.4;10;30;30;;0.02;0.07;0.66;0.9;0.05;0.01;0.01;10;1.5;4;79;6.76;13.82;743;18;8.3;18.9;140;17.4
05.07.2004 00:00;5.3;6.2;153;2.5;8.5;90.6;55;;13.26;28.16;178.8;17;2;;;;;0.2;;;;;0.02;0.12;0.66;0.8;0.06;0.01;0.06;;0.9;2.4;62;7.34;13.84;739;18;8.1;9.5;110;18
20.07.2004 00:00;4.4;6.3;159;2.6;7.2;98.6;57;6.14;13;33.9;191;11;2;4;113;;5;1.6;10;30;30;;0.02;0.13;0.736;0.8;0.06;0.01;0.08;13;1.1;2.7;89;7.26;13.82;736;20;8.1;9.4;130;20.2
02.08.2004 00:00;2.4;6.9;153;2.5;7.3;90.6;53;;13.26;28.16;178.8;10;12;;;;;2.3;;;;;0.02;0.11;1.056;0.8;0.05;0.01;0.07;;0.9;3;96;7.4;13.4;736;21;8.4;9.5;200;22.8
17.08.2004 00:00;6.5;6.6;159;2.6;8.2;89;52;6.26;13.8;34.5;153;21;4;4;113;;5;4.6;10;30;30;;0.18;0.24;1.246;1.3;0.05;0.01;0.19;12;1;3.8;77;7.38;13.72;747;22;8.1;7.3;160;21.8
30.08.2004 00:00;9.1;6.4;159;2.6;7.9;90.6;53;;13.26;28.16;178.8;40;7;;;;;2.5;;;;;0.02;0.18;0.732;1;0.05;0.01;0.12;;0.7;2.72;44;6.78;13.96;736;19;8.3;9.7;110;19.5
14.09.2004 00:00;6.5;6.3;159;2.6;8;89.4;48;6.11;14.2;34.7;141;27;5;4;100;;5;0.83;10;91;36;;0.02;0.17;0.66;0.9;0.02;0.01;0.1;10;1;2.3;65;7.78;13;729;17.5;8.4;8.8;140;17.8
27.09.2004 00:00;10.3;7.1;164;2.7;9.2;91.2;56;;12.58;33.16;161.6;25;5;;;;;2.2;;;;;0.02;0.19;0.786;1;0.03;0.01;0.14;;0.8;2.6;53;8.14;14.18;737;11;8.3;9.4;90;14.1
12.10.2004 00:00;6.4;6.8;153;2.5;8.9;101.4;66;5.94;12.7;34.4;194;21;4;4;100;;5;3;10;91;30;;0.02;0.22;0.786;1.1;0.02;0.01;0.16;14;0.8;3.8;42;7.4;13.82;736;1;8.2;8.8;100;11.5
09.11.2004 00:00;2.6;6;146;2.4;6.5;94.8;48;6.65;13.8;35.2;177;3;2;4;100;;5.6;5.7;10;91;36;;0.1;0.14;1.196;0.8;0.1;0.01;0.11;13;0.6;2.9;85;6.64;14.1;773;2;8;10.1;260;8.4
07.12.2004 00:00;1.1;5.7;146;2.4;6.2;99.6;54;6.04;14.2;34.3;193;2;2;4;100;;9.8;5.7;10;230;230;;0.09;0.11;1.196;1.2;0.31;0.01;0.07;16;1.1;3.3;91;6.78;13.82;756;5;7.7;14.8;300;4
04.01.2005 00:00;2.7;6.2;146;2.4;6.7;96;61;5.57;12.9;31.4;221;3;2;4;100;;6.5;2.4;10;36;36;;0.17;0.09;1.196;1.3;0.58;0.01;0.04;16;2.6;3.7;70;6.88;13.82;744;6;7.9;16.4;300;2.8
31.03.2005 00:00;13;5.9;140;2.3;6.9;95;45;6.03;12.6;33.1;160;17;3;4;100;;5;5.1;10;36;36;;0.02;0.06;1.36;1.3;0.6;0.01;0.01;17;1.6;3.9;61;5.48;13.8;735;5;8.6;12.5;150;6
11.04.2005 00:00;8.3;6;146;2.4;7.6;89.2;48;;13.42;25.7;152.4;38;2;;;;;5.3;;;;;0.02;0.08;1.186;1.1;0.43;0.01;0.01;;1.9;3.56;59;6.82;14.56;728;7;8.7;13;85;8.9
26.04.2005 00:00;9;6.3;128;2.1;8.1;99;48;6.42;12.1;33.7;168;29;5;4;100;;5;5;10;30;30;;0.02;0.09;1.186;1;0.02;0.01;0.01;15;0.7;4;54;7.9;11.82;697;9;8.5;9.6;100;11.6
09.05.2005 00:00;4.5;6.5;134;2.2;7;94.6;49;;13.5;33.34;164.6;4;2;;;;;4.3;;;;;0.14;0.09;1.28;1;0.09;0.01;0.02;;0.5;2.44;73;7.04;13.4;727;5;8.3;7.7;210;13.4
26.05.2005 00:00;5.3;6.6;134;2.2;7.1;91;50;5.61;13.3;33.2;169;20;2;4;100;;5;1.3;10;30;30;;0.06;0.08;0.66;1;0.08;0.01;0.01;18;0.8;3.6;83;6.6;12.88;724;18;8.3;10.4;250;18.5
06.06.2005 00:00;5.3;6.9;134;2.2;7.7;98.8;50;;13.72;32.24;178.2;14;3;;;;;0.9;;;;;0.07;0.05;0.66;1;0.07;0.01;0.01;;0.5;2.64;58;7.76;13.1;691;14;8;8.4;160;17.1
21.06.2005 00:00;3.5;6.8;134;2.2;7.5;96;51;6.03;12.1;33.8;168;9;2;4;100;;7.5;0.05;10;30;30;;0.02;0.04;0.636;1;0.02;0.01;0.01;17;0.6;3.3;57;7.5;12.54;721;20;8.5;10.8;170;21.3
04.07.2005 00:00;2.7;6.5;134;2.2;7.3;91;57;;13;28.3;160.8;10;2;;;;;1.2;;;;;0.02;0.06;0.896;0.9;0.02;0.01;0.02;;0.6;3.2;74;7.4;13;724;22;8.2;8.8;190;22.7
19.07.2005 00:00;3;6.9;140;2.3;7.9;95;53;5.8;12.2;33.7;167;14;2;4;100;;5;2.9;10;150;30;;0.02;0.15;1.056;0.8;0.02;0.01;0.03;14;1;2.8;93;7.4;12.96;725;21;8.2;9.4;150;22.3
01.08.2005 00:00;3.7;6.6;140;2.3;6.7;90.6;53;;13.26;28.16;178.8;19;4;;;;;3.7;;;;;0.02;0.1;1.196;1.7;0.02;0.01;0.06;;0.6;3.36;76;7.26;13.02;719;19;8.4;9;140;21.2
16.08.2005 00:00;24;7;140;2.3;12.4;90;53;5.52;12;32.2;163;115;4;4;100;;5;5;10;36;30;;0.02;0.25;1.02;1.8;0.03;0.01;0.08;15;2.8;5.3;86;7.6;11.94;714;18;8.2;10.5;100;19
29.08.2005 00:00;7.3;6.9;153;2.5;10.4;100;52;;13.92;32.74;178.8;46;3;;;;;6.1;;;;;0.12;0.18;1.366;1.6;0.03;0.01;0.12;;1.1;3.42;93;6.44;13.02;726;18;7.9;7.8;160;19.7
13.09.2005 00:00;6.3;6.9;146;2.4;8.1;90;53;5.31;9.9;31.6;157;28;2;4;100;;5;3.1;10;150;30;;0.02;0.13;0.786;0.9;0.02;0.01;0.05;25;1.1;4;79;7.14;14.18;720;14;8.3;8.5;150;19.9
27.09.2005 00:00;5.9;7.1;146;2.4;8.5;90.6;54;;13.26;28.16;183.2;22;2;;;;;1.2;;;;;0.02;0.11;0.66;1;0.02;0.01;0.05;;1.2;3.24;78;6.82;13.12;696;12;8.8;11.7;150;17.5
11.10.2005 00:00;10;6.7;153;2.5;8.5;94;54;5.69;11.1;29.1;156;34;3;4;100;;5;0.6;10;91;36;;0.02;0.14;0.732;0.9;0.02;0.01;0.07;25;0.8;3.2;57;7.62;12.92;701;12;8.6;10.7;120;14.7
08.11.2005 00:00;6.1;6.3;159;2.6;7;92;54;5.06;12.6;32.1;158;28;3;4;100;;5;0.32;10;230;230;;0.02;0.16;0.66;0.9;0.02;0.01;0.11;15;0.5;2.9;57;7.2;13.88;723;9;8.4;10.9;150;10.3
06.12.2005 00:00;2.3;5.4;153;2.5;6;92;52;5.32;12.3;32.1;163;11;2;4;100;;5;2.4;10;91;36;;0.04;0.12;1.196;0.7;0.16;0.01;0.09;12;0.7;2.8;39;6.16;14.1;764;3;8.1;11.8;270;2.4
10.04.2006 00:00;6.4;5.4;142.4;2.3;6.6;85;48.8;;13;28.64;156;34;7;;;;;4.2;;;;;0.02;0.05;1.426;1.4;0.63;0.01;0.01;;;4.1;67.8;6.56;12.3;717;4;8.2;13.2;100;6.5
27.04.2006 00:00;9.6;5.9;124.4;1.6;7.7;80;43;5.58;11.6;27.7;150;39;4;4;100;0.45;7.3;0.08;10;36;30;40;0.02;0.03;0.72;1.3;0.14;0.01;0.01;17;;6.2;70.2;6.78;13.7;630;14;8.7;21.8;110;15.1
08.05.2006 00:00;5;6.6;123.2;2.32;7.4;92.4;49;;11.88;30.98;170.2;17;6;;;;;0.45;;;;;0.04;0.06;0.66;0.9;0.11;0.01;0.01;;;3.5;75;7.08;12.54;649;15;8.6;12.9;100;15.3
22.05.2006 00:00;4.2;5.6;131.6;2.2;6;84;45;5.63;11.8;27.9;156;5;3;4;100;0.24;7.2;1.6;10;36;30;40;0.31;0.08;1.016;0.9;0.13;0.01;0.04;20;;1.5;66.4;7.36;13.18;672;14;7.7;8.1;200;16
06.06.2006 00:00;4.5;6.1;129.2;2.12;7.2;90.2;49.6;;11.98;30.3;162;17;3;;;;;0.15;;;;;0.02;0.04;0.66;0.7;0.06;0.01;0.01;;;3.4;83.6;6.56;15.44;664;12;8.6;13.2;150;15.1
23.06.2006 00:00;2.9;6.1;125.6;1.8;6.6;66;49;4.84;10.6;26.5;156;18;2;4;100;0.05;6.5;0.96;10;30;30;40;0.02;0.05;0.896;0.6;0.02;0.01;0.01;11;;1.9;81.2;7.4;15.56;649;22;8.3;9.1;160;23.1
03.07.2006 00:00;5.9;6.3;122;2.34;8.8;90.2;54.6;;11.54;24.68;149.6;36;9;;;;;1.8;;;;;0.02;0.07;0.646;1;0.02;0.01;0.01;;;4.5;85.8;7.92;15.06;649;22;8.5;11.3;100;22.1
17.07.2006 00:00;6.3;6.8;132.8;1.3;8.9;68;51;5.8;11.1;29.5;149;44;9;4;100;0.08;5;3.1;10;30;30;40;0.04;0.12;0.786;1.2;0.02;0.01;0.01;15;;4.1;63.6;8.06;15.56;611;23;8.5;10.6;110;24.9
01.08.2006 00:00;8.4;7.4;132.8;2.16;11.6;89.8;54.8;;11.6;27.62;142.2;76;12;;;;;3.5;;;;;0.02;0.15;0.946;1.4;0.02;0.01;0.01;;;6.4;63.6;7.82;15.08;604;24;9;12.1;50;25.8
14.09.2006 00:00;14;7.2;131.6;2;10.2;72;56;6.24;10.9;33.3;137;79;2;4;100;0.14;5;4.6;10;930;30;40;0.08;0.54;1.16;1.5;0.17;0.02;0.4;10;;4.6;73.6;7.84;15.08;662;15;7.9;10.1;70;17.5
25.09.2006 00:00;11;7.5;130.6;2.24;8.5;89.8;50;;11.96;30.26;157.2;31;8;;;;;5.2;;;;;0.22;0.54;1.28;1.3;0.16;0.01;0.42;;;2.4;78.2;7.22;13.54;653;14;7.8;8;80;18.5
09.10.2006 00:00;10;7.8;131.6;2.1;8.8;74;56;7.16;11.8;35.6;136;38;7;4;100;0.39;5;7.8;10;30;30;40;0.52;0.55;1.28;1.8;0.19;0.01;0.46;26;;2.7;66;7.6;14.32;665;10;7.5;6.4;100;15.5
07.11.2006 00:00;5.9;6.3;135.2;2.1;6.9;78;56;6.95;11.5;35.7;149;22;2;4;100;0.16;5.7;7.9;10;91;36;40;0.19;0.25;1.42;1.2;0.37;0.01;0.18;26;;2.6;51.6;7.66;29.94;709;10;7.8;9.8;160;9.3
04.12.2006 00:00;2.8;5.6;147.6;2.1;6.3;84;55;6.29;13.2;34.9;165;4;2;4;100;0.16;5;7.1;10;36;36;157;0.06;0.12;1.196;1;0.32;0.01;0.1;20;;1.7;68.8;6.86;14.1;750;7;7.7;9.7;200;6.4
02.01.2007 00:00;5.76;5.4;141.2;2.4;10.4;94.2;46;;10.48;29.68;184.8;;;;;;;7.5;;;;;0.05;0.09;1.604;1.936;0.41;;0.07;;;2.78;55;5.36;12.02;655.4;;7.7;13.2;360;4.5
12.01.2007 00:00;3.3;4.6;147.4;2.2;4.8;93;56;6.32;12.8;37.5;171;6;2;4;100;0.07;5;7.2;10;91;91;40;0.02;0.08;1.196;1;0.43;0.01;0.06;19;;3.1;73.6;6.78;13.94;782;7;7.9;10.9;230;5.7
15.01.2007 00:00;4.28;5.2;138.8;2.44;10.28;88;49;;11.32;32.7;197;;;;;;;7.6;;;;;0.07;0.1;1.53;1.512;0.45;;0.06;;;3;58;5.4;11.72;674.6;;7.8;11.6;270;5.7
29.01.2007 00:00;3.3;5.4;140;2.28;10.68;91.6;46;;10.66;26.46;152.8;;;;;;;7.8;;;;;0.05;0.07;1.664;1.928;0.44;;0.05;;;2.3;48.2;5.38;11.9;691.4;;7.8;12.2;330;2.3
05.02.2007 00:00;3.96;5.98;151.2;2.24;6.84;93.6;52;;12.2;31.5;174;5;2;;;;110;7.08;10;30;30;40;;0.14;1.34;1.104;0.47;;;;;2.92;67.6;6.52;14.16;742;2;8;11.1;250;3.4
